attempt,nodes,edges,n,distance,local_searcher-local_nodes,local_searcher-remote_nodes,remote_searcher-local_nodes,remote_searcher-remote_nodes,local_searcher-local_nodes-transitive,local_searcher-remote_nodes-transitive,remote_searcher-local_nodes-transitive,remote_searcher-remote_nodes-transitive
24,100,450,16,3,54,7787,644,6832,93,15919,586,18033
25,100,450,4,3,53,8294,573,8402,92,34646,736,18169
25,100,450,8,3,53,8294,573,8402,94,23923,634,19838
25,100,450,12,3,53,8294,573,8402,96,22664,600,17459
25,100,450,16,3,53,8294,573,8402,105,23724,685,16626
26,100,450,4,4,102,14746,542,12100,55,16357,594,14364
26,100,450,8,4,102,14746,542,12100,111,17970,511,15182
26,100,450,12,4,102,14746,542,12100,123,15337,462,15679
26,100,450,16,4,102,14746,542,12100,94,14912,631,15654
27,100,450,4,5,49,3453,468,3389,644,127127,911,112165
27,100,450,8,5,49,3453,468,3389,218,20268,499,17855
27,100,450,12,5,49,3453,468,3389,166,19254,578,16320
27,100,450,16,5,49,3453,468,3389,90,20860,540,16829
28,100,450,4,4,76,15681,513,9248,51,12575,874,14674
28,100,450,8,4,76,15681,513,9248,185,15108,550,17358
28,100,450,12,4,76,15681,513,9248,187,19029,537,18489
28,100,450,16,4,76,15681,513,9248,159,18974,769,15235
29,100,450,4,3,67,9438,468,6973,63,14948,613,13214
29,100,450,8,3,67,9438,468,6973,126,20021,723,17208
29,100,450,12,3,67,9438,468,6973,125,18364,916,22083
29,100,450,16,3,67,9438,468,6973,126,37926,551,17674
30,100,450,4,4,143,18749,570,12764,55,15531,484,14315
30,100,450,8,4,143,18749,570,12764,91,24440,562,16375
30,100,450,12,4,143,18749,570,12764,349,20163,669,16477
30,100,450,16,4,143,18749,570,12764,128,18919,421,17112
31,100,450,4,3,68,5704,580,4701,53,10050,716,13938
31,100,450,8,3,68,5704,580,4701,109,18956,858,17356
31,100,450,12,3,68,5704,580,4701,127,21442,481,17334
31,100,450,16,3,68,5704,580,4701,147,16126,418,17996
32,100,450,4,2,60,2606,528,2623,62,16218,528,15043
32,100,450,8,2,60,2606,528,2623,85,23090,634,18493
32,100,450,12,2,60,2606,528,2623,113,18860,650,19747
32,100,450,16,2,60,2606,528,2623,154,19026,626,18251
33,100,450,4,3,69,5626,590,5312,50,9943,496,11344
33,100,450,8,3,69,5626,590,5312,119,17166,589,19283
33,100,450,12,3,69,5626,590,5312,107,16983,549,19178
33,100,450,16,3,69,5626,590,5312,166,16206,429,16274
34,100,450,4,5,142,17936,548,13764,2142,801599,2814,786944
34,100,450,8,5,142,17936,548,13764,86,17038,561,16868
34,100,450,12,5,142,17936,548,13764,97,20636,682,16466
34,100,450,16,5,142,17936,548,13764,88,21297,679,23064
35,100,450,4,4,73,16860,572,11378,50,12713,555,13386
35,100,450,8,4,73,16860,572,11378,73,16613,426,17894
35,100,450,12,4,73,16860,572,11378,89,18033,469,18105
35,100,450,16,4,73,16860,572,11378,121,16574,505,19036
36,100,450,4,3,26,4284,427,3158,36,8335,711,10109
36,100,450,8,3,26,4284,427,3158,99,16166,515,16436
36,100,450,12,3,26,4284,427,3158,78,34157,470,17515
36,100,450,16,3,26,4284,427,3158,97,19503,734,16314
37,100,450,4,4,81,11024,436,7363,35,8658,392,14727
37,100,450,8,4,81,11024,436,7363,128,21131,470,16623
37,100,450,12,4,81,11024,436,7363,154,15846,565,17628
37,100,450,16,4,81,11024,436,7363,93,14983,612,15164
38,100,450,4,3,95,9576,649,10094,62,11904,559,17761
38,100,450,8,3,95,9576,649,10094,111,17895,709,15752
38,100,450,12,3,95,9576,649,10094,118,18668,572,16444
38,100,450,16,3,95,9576,649,10094,109,18391,538,15110
39,100,450,4,4,86,16394,511,10085,40,8423,522,9605
39,100,450,8,4,86,16394,511,10085,88,19930,532,17659
39,100,450,12,4,86,16394,511,10085,85,17145,446,18398
39,100,450,16,4,86,16394,511,10085,120,17552,395,19286
0,100,500,4,4,797,36632,3119,15268,729,15484,1685,13388
0,100,500,8,4,797,36632,3119,15268,678,23214,1699,23825
0,100,500,12,4,797,36632,3119,15268,524,23351,932,17569
0,100,500,16,4,797,36632,3119,15268,419,18998,925,23881
1,100,500,4,2,96,3163,740,1930,159,15049,848,15508
1,100,500,8,2,96,3163,740,1930,360,22479,666,21777
1,100,500,12,2,96,3163,740,1930,370,23356,992,20874
1,100,500,16,2,96,3163,740,1930,222,20619,795,20543
2,100,500,4,4,352,37744,827,19380,215,31324,792,18169
2,100,500,8,4,352,37744,827,19380,298,20063,874,17829
2,100,500,12,4,352,37744,827,19380,276,19852,862,22869
2,100,500,16,4,352,37744,827,19380,190,25619,778,24873
3,100,500,4,-1,217,38497,731,20816,8608,1205112,4018,1093372
3,100,500,8,-1,217,38497,731,20816,8042,1648881,6261,1621850
3,100,500,12,-1,217,38497,731,20816,7897,1661897,10935,1616785
3,100,500,16,-1,217,38497,731,20816,6429,1696589,5779,1533865
4,100,500,4,3,52,4286,760,4093,95,9285,478,10565
4,100,500,8,3,52,4286,760,4093,118,20332,580,19919
4,100,500,12,3,52,4286,760,4093,204,18460,770,15443
4,100,500,16,3,52,4286,760,4093,116,18515,699,17622
5,100,500,4,3,44,9994,571,8314,92,14551,791,13317
5,100,500,8,3,44,9994,571,8314,105,17289,753,16303
5,100,500,12,3,44,9994,571,8314,127,17568,783,16734
5,100,500,16,3,44,9994,571,8314,141,20775,671,18474
6,100,500,4,3,54,5238,566,5442,58,11473,539,10199
6,100,500,8,3,54,5238,566,5442,108,18384,590,16304
6,100,500,12,3,54,5238,566,5442,101,17556,836,24322
6,100,500,16,3,54,5238,566,5442,97,17240,554,18196
7,100,500,4,1,8,709,782,1210,68,17358,679,14656
7,100,500,8,1,8,709,782,1210,116,23287,598,15855
7,100,500,12,1,8,709,782,1210,123,38784,620,15658
7,100,500,16,1,8,709,782,1210,183,14706,518,17986
8,100,500,4,5,191,23252,620,18423,3441,1011935,3762,978496
8,100,500,8,5,191,23252,620,18423,86,21258,512,17449
8,100,500,12,5,191,23252,620,18423,202,17214,656,20434
8,100,500,16,5,191,23252,620,18423,93,19453,541,17327
9,100,500,4,3,53,8099,600,5932,54,18865,680,17888
9,100,500,8,3,53,8099,600,5932,100,20038,812,16876
9,100,500,12,3,53,8099,600,5932,120,39015,579,16472
9,100,500,16,3,53,8099,600,5932,118,15932,579,17195
10,100,500,4,3,100,9659,718,9805,78,18006,517,15418
10,100,500,8,3,100,9659,718,9805,101,17861,605,21486
10,100,500,12,3,100,9659,718,9805,114,19860,448,17583
10,100,500,16,3,100,9659,718,9805,72,18094,762,20079
11,100,500,4,4,79,14142,614,19473,50,12351,539,12889
11,100,500,8,4,79,14142,614,19473,154,17601,636,16913
11,100,500,12,4,79,14142,614,19473,91,15564,745,18296
11,100,500,16,4,79,14142,614,19473,100,15293,563,18049
12,100,500,4,4,71,10415,478,11902,44,8302,464,9108
12,100,500,8,4,71,10415,478,11902,86,15733,581,16842
12,100,500,12,4,71,10415,478,11902,98,16547,560,15454
12,100,500,16,4,71,10415,478,11902,87,15522,522,15787
13,100,500,4,3,75,8757,645,8466,60,15074,515,15532
13,100,500,8,3,75,8757,645,8466,86,17865,514,17695
13,100,500,12,3,75,8757,645,8466,100,18465,536,17546
13,100,500,16,3,75,8757,645,8466,109,16398,687,18639
14,100,500,4,4,87,10424,530,8353,43,9756,520,11221
14,100,500,8,4,87,10424,530,8353,159,16481,528,17852
14,100,500,12,4,87,10424,530,8353,106,21400,689,24322
14,100,500,16,4,87,10424,530,8353,93,19913,785,24917
15,100,500,4,4,165,26872,700,22351,94,41471,530,17263
15,100,500,8,4,165,26872,700,22351,75,23405,618,21859
15,100,500,12,4,165,26872,700,22351,81,19862,492,16950
15,100,500,16,4,165,26872,700,22351,180,23009,662,20476
16,100,500,4,2,17,3902,518,2570,56,16529,592,18648
16,100,500,8,2,17,3902,518,2570,173,27472,709,27445
16,100,500,12,2,17,3902,518,2570,100,24049,513,22480
16,100,500,16,2,17,3902,518,2570,72,19012,530,20871
17,100,500,4,0,3,2,626,350,60,14966,542,17496
17,100,500,8,0,3,2,626,350,85,22428,796,19640
17,100,500,12,0,3,2,626,350,73,18493,517,26607
17,100,500,16,0,3,2,626,350,75,22286,616,21465
18,100,500,4,2,31,3252,423,3346,214,15332,800,19472
18,100,500,8,2,31,3252,423,3346,145,28635,722,23897
18,100,500,12,2,31,3252,423,3346,112,25309,799,20215
18,100,500,16,2,31,3252,423,3346,125,16728,601,25980
19,100,500,4,4,154,26384,1049,21976,92,18513,458,18113
19,100,500,8,4,154,26384,1049,21976,84,24530,747,26165
19,100,500,12,4,154,26384,1049,21976,84,27212,660,22694
19,100,500,16,4,154,26384,1049,21976,81,24269,684,26595
20,100,500,4,4,101,17947,701,14604,75,13073,586,13481
20,100,500,8,4,101,17947,701,14604,96,20626,697,24276
20,100,500,12,4,101,17947,701,14604,89,18763,677,38451
20,100,500,16,4,101,17947,701,14604,357,19847,775,21937
21,100,500,4,1,12,505,632,679,49,16304,471,15586
21,100,500,8,1,12,505,632,679,196,19174,509,17440
21,100,500,12,1,12,505,632,679,80,23989,734,25890
21,100,500,16,1,12,505,632,679,82,23948,671,22307
22,100,500,4,2,52,2078,608,2374,81,16180,622,17540
22,100,500,8,2,52,2078,608,2374,89,22480,720,24232
22,100,500,12,2,52,2078,608,2374,94,20755,514,16794
22,100,500,16,2,52,2078,608,2374,81,16108,472,15863
23,100,500,4,2,30,1722,402,1762,37,8976,416,8060
23,100,500,8,2,30,1722,402,1762,64,18889,946,22999
23,100,500,12,2,30,1722,402,1762,71,24738,676,20471
23,100,500,16,2,30,1722,402,1762,94,20645,646,20538
24,100,500,4,4,79,24215,611,14790,57,14382,517,13914
24,100,500,8,4,79,24215,611,14790,78,15262,444,18057
24,100,500,12,4,79,24215,611,14790,84,19164,1015,27052
24,100,500,16,4,79,24215,611,14790,134,21748,626,23593
25,100,500,4,3,41,8659,581,6239,58,16470,584,17804
25,100,500,8,3,41,8659,581,6239,91,24027,922,19278
25,100,500,12,3,41,8659,581,6239,96,16192,473,17853
25,100,500,16,3,41,8659,581,6239,67,16423,547,18272
26,100,500,4,4,113,18731,530,16245,56,14180,734,15962
26,100,500,8,4,113,18731,530,16245,100,22769,925,26428
26,100,500,12,4,113,18731,530,16245,80,26635,759,23176
26,100,500,16,4,113,18731,530,16245,114,25249,519,23134
27,100,500,4,1,8,619,8424,11797,95,17188,525,16631
27,100,500,8,1,8,619,8424,11797,63,17543,716,21103
27,100,500,12,1,8,619,8424,11797,136,23593,504,20012
27,100,500,16,1,8,619,8424,11797,83,19174,473,16739
28,100,500,4,3,70,6518,453,5229,43,15704,793,15841
28,100,500,8,3,70,6518,453,5229,75,22917,700,25798
28,100,500,12,3,70,6518,453,5229,130,23154,628,20658
28,100,500,16,3,70,6518,453,5229,71,24892,773,20697
29,100,500,4,3,52,7340,435,6212,98,14733,743,16181
29,100,500,8,3,52,7340,435,6212,78,20137,543,17819
29,100,500,12,3,52,7340,435,6212,98,16633,451,17877
29,100,500,16,3,52,7340,435,6212,111,20746,639,17122
30,100,500,4,3,92,11044,665,8310,56,18580,566,20081
30,100,500,8,3,92,11044,665,8310,79,19389,600,21437
30,100,500,12,3,92,11044,665,8310,80,23300,884,26568
30,100,500,16,3,92,11044,665,8310,110,22086,868,29838
31,100,500,4,5,118,22691,629,16880,4280,1002347,4264,972908
31,100,500,8,5,118,22691,629,16880,74,27598,732,16917
31,100,500,12,5,118,22691,629,16880,144,20780,625,16361
31,100,500,16,5,118,22691,629,16880,66,16998,598,19354
32,100,500,4,4,101,18076,792,17906,62,12502,581,14401
32,100,500,8,4,101,18076,792,17906,78,19229,591,19927
32,100,500,12,4,101,18076,792,17906,113,20161,503,14361
32,100,500,16,4,101,18076,792,17906,83,20360,728,15647
33,100,500,4,3,44,5035,391,4504,42,12436,540,10680
33,100,500,8,3,44,5035,391,4504,110,17148,776,19502
33,100,500,12,3,44,5035,391,4504,85,16013,657,15563
33,100,500,16,3,44,5035,391,4504,78,19059,513,16094
34,100,500,4,2,23,2831,506,2773,83,13886,750,16380
34,100,500,8,2,23,2831,506,2773,124,17588,629,25505
34,100,500,12,2,23,2831,506,2773,114,21427,526,16747
34,100,500,16,2,23,2831,506,2773,85,20600,694,19526
35,100,500,4,4,99,15990,509,13836,72,14290,663,12281
35,100,500,8,4,99,15990,509,13836,91,16759,644,17991
35,100,500,12,4,99,15990,509,13836,93,18864,607,20190
35,100,500,16,4,99,15990,509,13836,127,18096,472,16749
36,100,500,4,4,94,14529,502,12180,44,12232,464,13486
36,100,500,8,4,94,14529,502,12180,124,21608,570,18181
36,100,500,12,4,94,14529,502,12180,96,17924,613,18737
36,100,500,16,4,94,14529,502,12180,111,16477,867,19412
37,100,500,4,6,158,23885,653,19384,2734,909881,3364,932060
37,100,500,8,6,158,23885,653,19384,97,17882,513,21085
37,100,500,12,6,158,23885,653,19384,85,22754,862,21779
37,100,500,16,6,158,23885,653,19384,88,18341,1078,18636
38,100,500,4,3,89,6867,410,6126,49,17298,687,11069
38,100,500,8,3,89,6867,410,6126,68,16669,561,14043
38,100,500,12,3,89,6867,410,6126,104,19406,639,16874
38,100,500,16,3,89,6867,410,6126,116,17164,713,16637
39,100,500,4,3,52,6493,486,5681,63,16422,467,10822
39,100,500,8,3,52,6493,486,5681,101,15285,581,20858
39,100,500,12,3,52,6493,486,5681,80,18603,494,15487
39,100,500,16,3,52,6493,486,5681,888,16055,478,16217
